word,ko,zh_Hans,etym_zh_Hans,pron,ant,syn,etym,syn
heterosexual,이성애자,异性恋者,,/hɛt(ə)rə(ʊ)ˈsɛkʃʊəl/,,", hetero, het",,", hetero, het"
lassitude,노곤함; 무기력,疲惫，疲劳；倦怠,,/ˈlasɪtjuːd/,,", listlessness, weariness, languor, sluggishness, enervation, tiredness, exhaustion, fatigue, sleepiness, drowsiness, torpor, torpidity, ennui, lifelessness, sloth, apathy",,", listlessness, weariness, languor, sluggishness, enervation, tiredness, exhaustion, fatigue, sleepiness, drowsiness, torpor, torpidity, ennui, lifelessness, sloth, apathy"
ardent,"열렬한, 열정적인",热烈的；激情的；强烈的,,/ˈɑːd(ə)nt/,,", avid, impassioned, fervent, fervid, zealous, wholehearted, eager, vehement, intense, fierce, fiery, flaming, emotional, hot-blooded",,", avid, impassioned, fervent, fervid, zealous, wholehearted, eager, vehement, intense, fierce, fiery, flaming, emotional, hot-blooded"
chortle,(기쁘거나 재미있어서) 깔깔거리다,（常指幸灾乐祸地）哈哈大笑，咯咯地笑,,/ˈtʃɔːt(ə)l/,,", laugh, giggle, titter, tee-hee, snigger",,", laugh, giggle, titter, tee-hee, snigger"
choleric,"화를 잘 내는, 걸핏하면 화를 내는",暴怒的；易怒的，性情暴躁的,,/ˈkɒlərɪk/,,", irascible, irritable, grumpy, grouchy, crotchety, tetchy, testy, crusty, cantankerous, curmudgeonly, ill-tempered, ill-natured, ill-humoured, peevish, cross, fractious, disagreeable, pettish, crabbed, crabby, waspish, prickly, peppery, touchy, scratchy, splenetic, shrewish, short-tempered, hot-tempered, quick-tempered, dyspeptic, bilious, liverish, cross-grained",,", irascible, irritable, grumpy, grouchy, crotchety, tetchy, testy, crusty, cantankerous, curmudgeonly, ill-tempered, ill-natured, ill-humoured, peevish, cross, fractious, disagreeable, pettish, crabbed, crabby, waspish, prickly, peppery, touchy, scratchy, splenetic, shrewish, short-tempered, hot-tempered, quick-tempered, dyspeptic, bilious, liverish, cross-grained"
probity,(완전한) 정직성,诚实,,/ˈprəʊbɪti/,,", honesty, uprightness, decency, morality, rectitude, goodness, virtue, right-mindedness, trustworthiness, truthfulness, honour, honourableness, justice, fairness, equity",,", honesty, uprightness, decency, morality, rectitude, goodness, virtue, right-mindedness, trustworthiness, truthfulness, honour, honourableness, justice, fairness, equity"
auspicious,상서로운,吉利的，吉祥的,,/ɔːˈspɪʃəs/,,", propitious, promising, full of promise, bright, rosy, good, optimistic, hopeful, encouraging",,", propitious, promising, full of promise, bright, rosy, good, optimistic, hopeful, encouraging"
circumvent,(어려움이나 법 등을) 피하다[면하다],（尤指巧妙或非法地）逃避，规避，绕过,,/səːkəmˈvɛnt/,,", get round, find a way round, evade, get past, bypass, sidestep, dodge",,", get round, find a way round, evade, get past, bypass, sidestep, dodge"
persevere,"인내하며[굴하지 않고] 계속하다, 인내심을 갖고 하다",锲而不舍，坚持不懈,,/pəːsɪˈvɪə/,,", continue, carry on, go on, keep on, keep going, not give up, struggle on, hammer away, be persistent, be determined, follow something through, see something through, keep at it, show determination, press ahead, press on, stay with something, not take no for an answer, be tenacious, be pertinacious, be patient, stand one's ground, stand fast, stand firm, hold on, hold out, go the distance, stay the course, plod on, plough on, grind away, stop at nothing, leave no stone unturned",,", continue, carry on, go on, keep on, keep going, not give up, struggle on, hammer away, be persistent, be determined, follow something through, see something through, keep at it, show determination, press ahead, press on, stay with something, not take no for an answer, be tenacious, be pertinacious, be patient, stand one's ground, stand fast, stand firm, hold on, hold out, go the distance, stay the course, plod on, plough on, grind away, stop at nothing, leave no stone unturned"
aqueduct,송수로[교],（尤指跨越山谷的多拱的）高架渠，渡槽,,/ˈakwɪdʌkt/,,", race, channel, watercourse, waterway, sluice, sluiceway, spillway",,", race, channel, watercourse, waterway, sluice, sluiceway, spillway"
fable,우화,寓言；寓言故事,,/ˈfeɪb(ə)l/,,", parable, apologue, allegory, bestiary",,", parable, apologue, allegory, bestiary"
pedestrian,보행자,行人，步行者,,/pɪˈdɛstrɪən/,,", person on foot, hiker, rambler, stroller, wayfarer, footslogger",,", person on foot, hiker, rambler, stroller, wayfarer, footslogger"
smorgasbord,스모가스보드(온갖 음식이 다양하게 나오는 뷔페식 식사),（包含不同热菜和冷菜的）北欧式自助餐,,/ˈsmɔːɡəsbɔːd/,,", cold meal, self-service, smorgasbord",,", cold meal, self-service, smorgasbord"
sordid,"비도덕적인, 부정직한, 추악한",肮脏的，邋遢的,,/ˈsɔːdɪd/,,", seedy, seamy, unsavoury, shoddy, vile, foul, tawdry, louche, cheap, base, low, low-minded, debased, degenerate, corrupt, dishonest, dishonourable, disreputable, despicable, discreditable, contemptible, ignominious, ignoble, shameful, wretched, abhorrent, abominable, disgusting",,", seedy, seamy, unsavoury, shoddy, vile, foul, tawdry, louche, cheap, base, low, low-minded, debased, degenerate, corrupt, dishonest, dishonourable, disreputable, despicable, discreditable, contemptible, ignominious, ignoble, shameful, wretched, abhorrent, abominable, disgusting"
endogamous,동족 결혼에 의한[에 관한],同族通婚;同族结婚的,,/ɛnˈdɒɡəməs/,,,,
vacillate,(의견·생각이 남이 볼 때 짜증스러울 정도로) 흔들리다[자꾸 바뀌다],踌躇；犹豫；摇摆不定,,/ˈvasɪleɪt/,,", be indecisive, be irresolute, be undecided, be uncertain, be unsure, be doubtful, waver, teeter, temporize, hesitate, oscillate, fluctuate, keep changing one's mind",,", be indecisive, be irresolute, be undecided, be uncertain, be unsure, be doubtful, waver, teeter, temporize, hesitate, oscillate, fluctuate, keep changing one's mind"
ring,"전화하다, 전화를 걸다",环（状物）；圆形的东西；环形排列,,/rɪŋ/,,", band of gold, marriage token",,", band of gold, marriage token"
recur,"<사람·이야기 등이>  되돌아가다 , 회상하다, 되돌아가 말하다 ((to)); 마음에 다시 떠오르다, 회상되다",反复出现；再次发生；重新产生,,/rɪˈkəː/,,", reoccur, occur again, be repeated, repeat, repeat itself",,", reoccur, occur again, be repeated, repeat, repeat itself"
elegiac,애가[비가]의,挽歌（体）的,,/ˌɛlɪˈdʒʌɪək/,,", melancholic, melancholy, plaintive, sorrowful, sad, lamenting, doleful",,", melancholic, melancholy, plaintive, sorrowful, sad, lamenting, doleful"
evident,"분명한, 눈에 띄는",显然易见的；明白的，明显的,,/ˈɛvɪd(ə)nt/,,", apparent, noticeable, conspicuous, perceptible, perceivable, visible, observable, discernible, transparent, clear, crystal clear, clear-cut, writ large, plain, manifest, patent, palpable, tangible, distinct, pronounced, marked, striking, glaring, blatant",,", apparent, noticeable, conspicuous, perceptible, perceivable, visible, observable, discernible, transparent, clear, crystal clear, clear-cut, writ large, plain, manifest, patent, palpable, tangible, distinct, pronounced, marked, striking, glaring, blatant"
recondite,"많이 알려지지 않은, 잘 이해받지 못하는",深奥的；玄妙的；晦涩的,,/ˈrɛk(ə)ndʌɪt/,,", abstruse, arcane, esoteric, little known, recherché, abstract, deep, profound, cryptic, difficult, complex, complicated, involved",,", abstruse, arcane, esoteric, little known, recherché, abstract, deep, profound, cryptic, difficult, complex, complicated, involved"
subjugate,"예속시키다, 지배[통제]하에 두다",征服，使臣服，使屈服,,/ˈsʌbdʒʊɡeɪt/,,", vanquish, defeat, crush, quell, quash, gain mastery over, gain ascendancy over, gain control of, bring under the yoke, bring to heel, bring someone to their knees, overcome, overpower, hegemonize",,", vanquish, defeat, crush, quell, quash, gain mastery over, gain ascendancy over, gain control of, bring under the yoke, bring to heel, bring someone to their knees, overcome, overpower, hegemonize"
infinitesimal,"극미한, 극소의",极微小的,,/ˌɪnfɪnɪˈtɛsɪm(ə)l/,,", tiny, minuscule, extremely small, very small",,", tiny, minuscule, extremely small, very small"
aberrant,"도리를 벗어난, 일탈적인",违反常规的；反常的；异常的（尤指不能接受的）,,/əˈbɛr(ə)nt/,,", deviating, divergent, abnormal, atypical, anomalous, digressive, irregular",,", deviating, divergent, abnormal, atypical, anomalous, digressive, irregular"
miserly,구두쇠[수전노]인,守财奴似的；吝啬鬼似的；吝啬的，小气的,,/ˈmʌɪzəli/,,", niggardly, parsimonious, close-fisted",,", niggardly, parsimonious, close-fisted"
apogee,"정점, 절정",（成功、流行、权力等的）顶峰，顶点，最高点,,/ˈapədʒiː/,,", pinnacle, peak, high point, highest point, height, high water mark, top, summit, crest, zenith, crowning moment, apotheosis",,", pinnacle, peak, high point, highest point, height, high water mark, top, summit, crest, zenith, crowning moment, apotheosis"
conjugal,"부부의, 부부 관계의",婚姻的；夫妻间的（尤指性生活）,,/ˈkɒndʒʊɡ(ə)l/,,", matrimonial, nuptial, marriage, married, wedded, connubial, bridal",,", matrimonial, nuptial, marriage, married, wedded, connubial, bridal"
effervescent,"열광하는, 기운이 넘치는",冒泡的；起沫的；泡腾的,,/ɛfəˈvɛsənt/,,", sparkling, carbonated, gassy, aerated, bubbly, bubbling, frothy, foaming",,", sparkling, carbonated, gassy, aerated, bubbly, bubbling, frothy, foaming"
brevet,명예 진급,予以名誉晋升,,/ˈbrɛvɪt/,,,,
abhor,(특히 도덕적인 이유로) 혐오하다,憎恶；憎恨；厌恶,,/əbˈhɔː/,,", hate, loathe, despise, abominate, execrate, regard with disgust, feel disgust for, feel repugnance towards, feel distaste for, shrink from, recoil from, shudder at, be unable to bear, be unable to abide, feel hostility to, feel aversion to, feel animosity to, find intolerable, dislike, disdain, have an aversion to",,", hate, loathe, despise, abominate, execrate, regard with disgust, feel disgust for, feel repugnance towards, feel distaste for, shrink from, recoil from, shudder at, be unable to bear, be unable to abide, feel hostility to, feel aversion to, feel animosity to, find intolerable, dislike, disdain, have an aversion to"
proponent,(어떤 사상·행동 방침의) 지지자,提倡者，宣导者，辩护者,,/prəˈpəʊnənt/,,", supporter, upholder, exponent, promoter, adherent, endorser, champion, defender, backer, subscriber, patron, espouser, friend, apostle, apologist, pleader, proposer, propounder, spokesperson, spokesman, spokeswoman",,", supporter, upholder, exponent, promoter, adherent, endorser, champion, defender, backer, subscriber, patron, espouser, friend, apostle, apologist, pleader, proposer, propounder, spokesperson, spokesman, spokeswoman"
pessimistic,비관적인; 비관주의적인,悲观的,,/ˌpɛsɪˈmɪstɪk/,,", negative, defeatist, downbeat, gloom-ridden, cynical, bleak, fatalistic, dark, black, despairing, despondent, depressed, dejected, demoralized, hopeless, melancholy, glum, lugubrious, suspicious, distrustful, doubting, alarmist",,", negative, defeatist, downbeat, gloom-ridden, cynical, bleak, fatalistic, dark, black, despairing, despondent, depressed, dejected, demoralized, hopeless, melancholy, glum, lugubrious, suspicious, distrustful, doubting, alarmist"
desiccate,"건조시키다, <식품을> 물기를 빼서 건물(乾物)[가루]로 보관하다",把…弄干，使干（燥），使完全干燥；使脱水;用干燥法保存（食物），干贮（食物）；晒干；烘干；烤干;使智力枯竭；使…的感情枯竭,记忆技巧：de 去掉 + sicc 干 + ate 表动词 → 脱水；干燥,/ˈdɛsɪkeɪt/,,", dried up, dry, dehydrated, powdered",,", dried up, dry, dehydrated, powdered"
proffer,(물건을 잡고) 내밀다[권하다],提供，提出,,/ˈprɒfə/,,", tender, present, extend, give, submit, volunteer, suggest, propose, put forward",,", tender, present, extend, give, submit, volunteer, suggest, propose, put forward"
pique,(보통 자존심이 상해서 갖게 되는) 불쾌감[언짢음],（尤指因自尊心受损而产生的）不悦，生气,,/piːk/,,", annoyance, resentment, anger, displeasure, indignation, temper, bad temper, hurt pride, wounded pride, hurt feelings, wounded feelings, petulance, ill humour, peevishness, offence, umbrage, vexation, exasperation, disgruntlement, discontent, discontentment",,", annoyance, resentment, anger, displeasure, indignation, temper, bad temper, hurt pride, wounded pride, hurt feelings, wounded feelings, petulance, ill humour, peevishness, offence, umbrage, vexation, exasperation, disgruntlement, discontent, discontentment"
lexicon,(특정 언어·분야·개인·집단에서 사용하는 모든) 어휘,（某语言或学科的）全部辞汇；词典,,/ˈlɛksɪk(ə)n/,,", word stock, lexis",,", word stock, lexis"
ravage,"황폐[피폐]하게 만들다, 유린[파괴]하다",严重破坏；损坏；毁坏,,/ˈravɪdʒ/,,", devastate, ruin, leave in ruins, destroy, wreak havoc on, leave desolate, level, raze, demolish, wipe out, wreck, damage",,", devastate, ruin, leave in ruins, destroy, wreak havoc on, leave desolate, level, raze, demolish, wipe out, wreck, damage"
antebellum,(특히 미국 남북) 전쟁 전의,战前的；尤指美国内战之前的,,/ˌantɪˈbɛləm/,,,,
counterfeit,"위조의, 모조의",伪造的；仿造的；假冒的,,/ˈkaʊntəfɪt/,,", faked, copied, forged, feigned, simulated, sham, spurious, bogus, imitation, substitute, dummy, ersatz",,", faked, copied, forged, feigned, simulated, sham, spurious, bogus, imitation, substitute, dummy, ersatz"
bacchanalian,"흥청망청 대는, 진탕 마셔 대는",（尤指派对）疯狂地饮酒作乐的,,/ˌbakəˈneɪlɪən/,,", sensualist, pleasure-seeking, self-indulgent, indulgent, libertine, sybaritic, voluptuary, lotus-eating",,", sensualist, pleasure-seeking, self-indulgent, indulgent, libertine, sybaritic, voluptuary, lotus-eating"
autonomy,자치권,自治，自治权,,/ɔːˈtɒnəmi/,,", independence, self-rule, home rule, sovereignty, self-determination, freedom, autarchy",,", independence, self-rule, home rule, sovereignty, self-determination, freedom, autarchy"
disciple,(종교적·정치적 가르침을 따르는) 제자[신봉자],信徒，门徒，追随者,,/dɪˈsʌɪp(ə)l/,,", adherent, believer, admirer, devotee, acolyte, votary",,", adherent, believer, admirer, devotee, acolyte, votary"
perfidious,믿을[신뢰할] 수 없는,背信弃义的；不忠贞的,,/pəˈfɪdɪəs/,,", duplicitous, deceitful, disloyal, faithless, unfaithful, traitorous, treasonous, false, untrue, double-dealing, dishonest, two-faced, Janus-faced, untrustworthy",,", duplicitous, deceitful, disloyal, faithless, unfaithful, traitorous, treasonous, false, untrue, double-dealing, dishonest, two-faced, Janus-faced, untrustworthy"
fumigate,훈증 소독하다,（用毒性气体）薰蒸，烟熏（以除害虫或消毒）,,/ˈfjuːmɪɡeɪt/,,", purify, sterilize, sanitize, sanitate, decontaminate, cleanse, clean out",,", purify, sterilize, sanitize, sanitate, decontaminate, cleanse, clean out"
prosaic,"평범한, 상상력이 없는",乏味的；平淡无奇的；缺乏想像力的,,/prə(ʊ)ˈzeɪɪk/,,", uninspired, matter-of-fact, dull, dry, humdrum, mundane, pedestrian, heavy, plodding, lifeless, dead, spiritless, lacklustre, undistinguished, stale, jejune, bland, insipid, vapid, vacuous, banal, hackneyed, trite, literal, factual, unpoetic, unemotional, unsentimental, clear, plain, unadorned, unembellished, unvarnished, monotonous, deadpan, flat",,", uninspired, matter-of-fact, dull, dry, humdrum, mundane, pedestrian, heavy, plodding, lifeless, dead, spiritless, lacklustre, undistinguished, stale, jejune, bland, insipid, vapid, vacuous, banal, hackneyed, trite, literal, factual, unpoetic, unemotional, unsentimental, clear, plain, unadorned, unembellished, unvarnished, monotonous, deadpan, flat"
demur,이의를 제기하다,提出异议；拒绝,,/dɪˈməː/,,", object, take exception, take issue, protest, lodge a protest, cavil, dissent",,", object, take exception, take issue, protest, lodge a protest, cavil, dissent"
antidote,해독제,解毒剂；（尤指）解毒药,,/ˈantɪdəʊt/,,", antiserum",,", antiserum"
exonerate,무죄임[책임이 없음]을 밝혀 주다,证明…无罪；宣布…无罪；使免受责备,,/ɪɡˈzɒnəreɪt/,,", clear, acquit, declare innocent, find innocent, pronounce not guilty, discharge",,", clear, acquit, declare innocent, find innocent, pronounce not guilty, discharge"
odious,"끔찍한, 혐오스러운",讨厌的；可恶的，可憎的,,/ˈəʊdɪəs/,,", repulsive, repellent, repugnant, disgusting, offensive, objectionable, vile, foul, abhorrent, loathsome, nauseating, nauseous, sickening, hateful, detestable, execrable, abominable, monstrous, appalling, reprehensible, deplorable, insufferable, intolerable, unacceptable, despicable, contemptible, beyond the pale, unspeakable, poisonous, noxious, obscene, base, hideous, grisly, gruesome, horrendous, heinous, atrocious, awful, terrible, dreadful, frightful, obnoxious, unsavoury, unpalatable, unpleasant, disagreeable, nasty, distasteful, dislikeable, off-putting, displeasing",,", repulsive, repellent, repugnant, disgusting, offensive, objectionable, vile, foul, abhorrent, loathsome, nauseating, nauseous, sickening, hateful, detestable, execrable, abominable, monstrous, appalling, reprehensible, deplorable, insufferable, intolerable, unacceptable, despicable, contemptible, beyond the pale, unspeakable, poisonous, noxious, obscene, base, hideous, grisly, gruesome, horrendous, heinous, atrocious, awful, terrible, dreadful, frightful, obnoxious, unsavoury, unpalatable, unpleasant, disagreeable, nasty, distasteful, dislikeable, off-putting, displeasing"
mendacity,거짓된 행동; 허위,撒谎习惯；说谎,,/mɛnˈdasəti/,,", untruthfulness, dishonesty, deceit, deceitfulness, deception, dissembling, insincerity, disingenuousness, hypocrisy, fraud, fraudulence, double-dealing, two-timing, duplicity, perjury, perfidy",,", untruthfulness, dishonesty, deceit, deceitfulness, deception, dissembling, insincerity, disingenuousness, hypocrisy, fraud, fraudulence, double-dealing, two-timing, duplicity, perjury, perfidy"
bombastic,"과장한, 허풍 떠는",夸夸其谈的；夸大的,,/bɒmˈbastɪk/,,", blustering, ranting, blathering",,", blustering, ranting, blathering"
antipathy,(강한) 반감,憎恶，厌恶；反感,,/anˈtɪpəθi/,,", antagonism, animosity, aversion, animus, opposition, enmity, dislike, distaste, ill will, ill feeling, hatred, hate, abhorrence, loathing, repugnance, odium",,", antagonism, animosity, aversion, animus, opposition, enmity, dislike, distaste, ill will, ill feeling, hatred, hate, abhorrence, loathing, repugnance, odium"
abnormal,비정상적인,反常的；异常的；变态的（尤指不好的）,,/əbˈnɔːm(ə)l/,,", uncommon, atypical, untypical, non-typical, unrepresentative, rare, isolated, irregular, anomalous, deviant, deviating, divergent, wayward, aberrant, freak, freakish",,", uncommon, atypical, untypical, non-typical, unrepresentative, rare, isolated, irregular, anomalous, deviant, deviating, divergent, wayward, aberrant, freak, freakish"
fugue,푸가,赋格曲,,/fjuːɡ/,,,,
expatiate,"상세히 설명하다[말하다] ((on, upon))",长篇大论；赘述；详述,,/ɪkˈspeɪʃɪeɪt/,,", speak at length about, write at length about, pontificate about, discourse on, expound, go into detail about, go on about, dwell on",,", speak at length about, write at length about, pontificate about, discourse on, expound, go into detail about, go on about, dwell on"
congenital,선천적인,（疾病等）天生的，先天的,,/kənˈdʒɛnɪt(ə)l/,,", inherited, hereditary, in the blood, in the family, innate, inbred, constitutional, built-in, inbuilt, ingrown, natural, native, original, inherent, unlearned, instinctual, deep-rooted, deep-seated",,", inherited, hereditary, in the blood, in the family, innate, inbred, constitutional, built-in, inbuilt, ingrown, natural, native, original, inherent, unlearned, instinctual, deep-rooted, deep-seated"
astute,"약삭빠른, 영악한",敏锐的；精明的,,/əˈstjuːt/,,", sharp, sharp-witted, razor-sharp, acute, quick, quick-witted, ingenious, clever, intelligent, bright, brilliant, smart, canny, media-savvy, intuitive, discerning, perceptive, perspicacious, penetrating, insightful, incisive, piercing, discriminating, sagacious, wise, judicious",,", sharp, sharp-witted, razor-sharp, acute, quick, quick-witted, ingenious, clever, intelligent, bright, brilliant, smart, canny, media-savvy, intuitive, discerning, perceptive, perspicacious, penetrating, insightful, incisive, piercing, discriminating, sagacious, wise, judicious"
budding,싹트기 시작하는; 신예의,开始发展的；崭露头角的,,/ˈbʌdɪŋ/,,", up-and-coming, rising, coming, in the making, aspiring, future, prospective, with potential",,", up-and-coming, rising, coming, in the making, aspiring, future, prospective, with potential"
fidelity,충실함,（尤指对性伴侣的）忠诚，忠实，忠贞,,/fɪˈdɛlɪti/,,", allegiance, obedience, constancy, fealty, homage",,", allegiance, obedience, constancy, fealty, homage"
adherent,(정당·사상 등의) 지지자,黏性的；黏着的；附着的,,/ədˈhɪər(ə)nt/,,", supporter, upholder, defender, advocate, disciple, votary, partisan, member, friend, stalwart",,", supporter, upholder, defender, advocate, disciple, votary, partisan, member, friend, stalwart"
android,안드로이드(인간의 모습을 한 로봇),人型机器人；模拟机器人,,/ˈandrɔɪd/,,,,
intemperate,무절제한,（人或其言行）无节制的，过激的，放纵的,,/ɪnˈtɛmp(ə)rət/,,", excessive, undue, inordinate, unreasonable, unjustified, unwarranted, uncalled for",,", excessive, undue, inordinate, unreasonable, unjustified, unwarranted, uncalled for"
discursive,"두서없는, 산만한",推论的，论证的,,/dɪsˈkəːsɪv/,,", digressive, meandering, wandering, maundering, diffuse, long, lengthy",,", digressive, meandering, wandering, maundering, diffuse, long, lengthy"
petulant,"심술을 부리는, 심통 사나운",耍孩子脾气的，任性的；脾气暴躁的,,/ˈpɛtjʊl(ə)nt/,,", complaining, pettish, touchy, testy, tetchy, waspish, prickly, crusty, peppery, fractious, fretful, irritable, cross, crabbed, crabby, crotchety, cantankerous, curmudgeonly, disagreeable, miserable, morose, on edge, edgy, impatient, bitter, moody, in a bad mood, grumpy, huffy, scratchy, out of sorts, out of temper, ill-tempered, bad-tempered, ill-natured, ill-humoured, sullen, surly, sulky, sour, churlish, bilious, liverish, dyspeptic, splenetic, choleric",,", complaining, pettish, touchy, testy, tetchy, waspish, prickly, crusty, peppery, fractious, fretful, irritable, cross, crabbed, crabby, crotchety, cantankerous, curmudgeonly, disagreeable, miserable, morose, on edge, edgy, impatient, bitter, moody, in a bad mood, grumpy, huffy, scratchy, out of sorts, out of temper, ill-tempered, bad-tempered, ill-natured, ill-humoured, sullen, surly, sulky, sour, churlish, bilious, liverish, dyspeptic, splenetic, choleric"
bemusing,"멍하게 만들다, 어리벙벙하게 하다; 생각에 잠기게 하다",使困惑;使不解;使茫然,,,,,,
simper,바보같이[멍청하게] 웃다,傻笑，痴笑,,/ˈsɪmpə/,,", smile coquettishly, giggle, titter, smirk, look coy",,", smile coquettishly, giggle, titter, smirk, look coy"
confluence,(두 강의) 합류 지점,（河流）汇合处，汇流点,,/ˈkɒnflʊəns/,,", meeting, junction, joining, conflux, watersmeet",,", meeting, junction, joining, conflux, watersmeet"
deft,"날랜, 재빠른",熟练的；巧妙的；灵巧的,,/dɛft/,,", lithe, sprightly, acrobatic, light-footed, nimble-footed, light, light on one's feet, fleet-footed, spry, lively, active, quick, quick-moving, graceful, supple, limber, lissom, flexible, skilful, deft, dexterous, adroit",,", lithe, sprightly, acrobatic, light-footed, nimble-footed, light, light on one's feet, fleet-footed, spry, lively, active, quick, quick-moving, graceful, supple, limber, lissom, flexible, skilful, deft, dexterous, adroit"
wanton,(파괴·위해 행위가) 타당한 이유 없이 고의적인[악의적인],无节制的，过分的，恣意的；不负责的,,/ˈwɒntən/,,", wilful, malicious, malevolent, spiteful, vicious, wicked, evil, cruel",,", wilful, malicious, malevolent, spiteful, vicious, wicked, evil, cruel"
intravenous,"정맥으로 들어가는, 정맥 주사의",进入静脉的；静脉的,,/ˌɪntrəˈviːnəs/,,,,
conjunction,접속사,连词，连接词,,/kənˈdʒʌŋ(k)ʃ(ə)n/,,", concurrence, coincidence, coexistence, simultaneity, simultaneousness, contemporaneity, contemporaneousness, concomitance, synchronicity, synchrony",,", concurrence, coincidence, coexistence, simultaneity, simultaneousness, contemporaneity, contemporaneousness, concomitance, synchronicity, synchrony"
salubrious,"살기 좋은, 건강에 좋은",（地方）环境宜人且有益健康的，宜居的,,/səˈluːbrɪəs/,,", health-giving, healthful, beneficial, good for one's health, wholesome, salutary",,", health-giving, healthful, beneficial, good for one's health, wholesome, salutary"
sojourn,체류,逗留，停留,,/ˈsɒdʒ(ə)n/,,", visit, stop, stopover, residence",,", visit, stop, stopover, residence"
dilatory,미적거리는; 지체시키는,缓慢的，拖延的，迟缓的,,/ˈdɪlət(ə)ri/,,", unhurried, tardy, unpunctual, lax, slack, sluggish, sluggardly, snail-like, tortoise-like, lazy, idle, indolent, slothful",,", unhurried, tardy, unpunctual, lax, slack, sluggish, sluggardly, snail-like, tortoise-like, lazy, idle, indolent, slothful"
hypocritical,"위선의, 위선(자)적인",虚伪的；伪善的,,/ˌhɪpəˈkrɪtɪkl/,,", pious, pietistic, self-righteous, holier-than-thou, superior, insincere, specious, feigned, pretended, hollow, false",,", pious, pietistic, self-righteous, holier-than-thou, superior, insincere, specious, feigned, pretended, hollow, false"
aver,(사실이라고) 단언하다[주장하다],断言；坚称,,/əˈvəː/,,", announce, make known, state, communicate, reveal, divulge, mention, talk about, raise, moot, air, bring into the open, voice, articulate, pronounce, express, vent, set forth, make public, publicize, disseminate, circulate, publish, broadcast, promulgate, trumpet, blazon",,", announce, make known, state, communicate, reveal, divulge, mention, talk about, raise, moot, air, bring into the open, voice, articulate, pronounce, express, vent, set forth, make public, publicize, disseminate, circulate, publish, broadcast, promulgate, trumpet, blazon"
bilious,곧 토할 것 같은,患胆病的；胆汁分泌过多的,,/ˈbɪlɪəs/,,", sick, queasy, nauseated, green about the gills, liverish",,", sick, queasy, nauseated, green about the gills, liverish"
docile,"유순한, 고분고분한",温和的；温顺的，驯服的；易控制的,,/ˈdəʊsʌɪl/,,", obedient, pliant, dutiful, willing, passive, submissive, deferential, tame, meek, mild, lamblike, unassertive, unresisting, yielding, cooperative, amenable, accommodating, biddable, persuadable, ductile, manageable, controllable, tractable, malleable, manipulable, easily manipulated, easily handled, like putty in one's hands",,", obedient, pliant, dutiful, willing, passive, submissive, deferential, tame, meek, mild, lamblike, unassertive, unresisting, yielding, cooperative, amenable, accommodating, biddable, persuadable, ductile, manageable, controllable, tractable, malleable, manipulable, easily manipulated, easily handled, like putty in one's hands"
infringe,위반하다,违反，违背（规定、法律等）,,/ɪnˈfrɪn(d)ʒ/,,", violate, transgress, break, breach, commit a breach of, disobey, defy, flout, fly in the face of, ride roughshod over, kick against",,", violate, transgress, break, breach, commit a breach of, disobey, defy, flout, fly in the face of, ride roughshod over, kick against"
phonetics,음성학,语音学,,/fəˈnɛtɪks/,,,,
ribald,(우스꽝스럽게) 야한,（指言语）粗俗诙谐的；猥亵逗笑的,,/ˈrɪb(ə)ld/,,", indecent, risqué, rude, racy, broad, earthy, Rabelaisian, spicy, suggestive, titillating, improper, naughty, indelicate, indecorous, off colour, locker-room",,", indecent, risqué, rude, racy, broad, earthy, Rabelaisian, spicy, suggestive, titillating, improper, naughty, indelicate, indecorous, off colour, locker-room"
aperture,(작은) 구멍,小孔；缝隙；（尤指照相机的）孔径，光圈,,/ˈapətʃə/,,", hole, gap, space, slit, slot, vent, passage, crevice, chink, crack, fissure, perforation, breach, eye, interstice",,", hole, gap, space, slit, slot, vent, passage, crevice, chink, crack, fissure, perforation, breach, eye, interstice"
antithetical,"대조되는; 정반대의; 대조법의, 대구(對句)의",相反的;对立的;不相容的,记忆技巧：anti 相反；反对 + thet 放置 + ical …的 → 反着放的 → 对立的,/ˌantɪˈθɛtɪk(ə)l/,,", directly opposed to, contrary to, contradictory to, conflicting with, incompatible with, irreconcilable with, inconsistent with, at variance with, at odds with, contrasting with, different from, different to, differing from, divergent from, unlike",,", directly opposed to, contrary to, contradictory to, conflicting with, incompatible with, irreconcilable with, inconsistent with, at variance with, at odds with, contrasting with, different from, different to, differing from, divergent from, unlike"
junta,(쿠데타로 정권을 장악한) 군사 정부,（以武力夺取政权的）军政府,,/ˈdʒʌntə/,,", group, cabal, clique, party, set, ring, gang, league, confederacy",,", group, cabal, clique, party, set, ring, gang, league, confederacy"
century,100년,一百年,,/ˈsɛntʃʊri/,,", time, period, era, epoch, century, decade, year, stage",,", time, period, era, epoch, century, decade, year, stage"
lease,임대차 계약,租借，租用,,/liːs/,,", rental agreement, hire agreement, charter, contract",,", rental agreement, hire agreement, charter, contract"
