word,ko,zh,pron_us,pron_uk
indisputable,"반론의 여지가 없는, 부인할 수 없는",不容置疑的，無可爭辯的,ˌɪn.dɪˈspjuː.tə.bəl,ˌɪn.dɪˈspjuː.tə.bəl
exhort,"열심히 권하다, 촉구하다",激勵；規勸；督促,ɪɡˈzɔːt,ɪɡˈzɔːt
enigmatic,"수수께끼 같은, 불가사의한",費解的；難以捉摸的；神秘的,ˌen.ɪɡˈmæt.ɪk,ˌen.ɪɡˈmæt.ɪk
thrall,노예,,,
atypical,이례적인,非典型的；異常的；不同尋常的,ˌeɪˈtɪp.ɪ.kəl,ˌeɪˈtɪp.ɪ.kəl
taciturn,(성격이) 뚱한[말수가 적은/무뚝뚝한],沉默寡言的,ˈtæs.ɪ.tɜːn,ˈtæs.ɪ.tɜːn
licentious,"음탕한, 음란한",（尤指人或其行為）淫蕩的，放蕩的,laɪˈsen.ʃəs,laɪˈsen.ʃəs
apocryphal,"출처가 불분명한, 사실이 아닐 듯한",（一些廣為流傳的故事）可疑的，不足為信的，杜撰的,əˈpɒk.rɪ.fəl,əˈpɒk.rɪ.fəl
reiterate,"(이미 한 말을, 특히 강조하기 위해) 반복하다[되풀이하다]",反復地說，反復講；重申,riˈɪt.ər.eɪt,riˈɪt.ər.eɪt
preamble,(책의) 서문; (법령 따위의) 전문(前文); (말의) 서두,序論；導言；開場白,ˈpriː.æm.bəl,ˈpriː.æm.bəl
malicious,"악의적인, 적의 있는",惡意的，惡毒的，意在傷人的,məˈlɪʃ.əs,məˈlɪʃ.əs
fortify,(특히 높은 성벽을 쌓아) 요새화하다,（尤指為防禦而）加強，增強,ˈfɔː.tɪ.faɪ,ˈfɔː.tɪ.faɪ
putrid,"부패하는, 썩는; (썩으면서) 악취가 나는",腐爛的，腐壞的,ˈpjuː.trɪd,ˈpjuː.trɪd
providential,천우신조의,湊巧的；及時的；幸運的,ˌprɒv.ɪˈden.ʃəl,ˌprɒv.ɪˈden.ʃəl
flagging,"<정력·결심 등이> 축 늘어지는, 맥이 빠지는; 줄어드는, 쇠약해 가는",變弱的,ˈflæɡ.ɪŋ,ˈflæɡ.ɪŋ
dormant,"휴면기의, 활동[성장]을 중단한",蟄伏的，沉睡的，休眠的,ˈdɔː.mənt,ˈdɔː.mənt
castigate,크게 책망하다; 혹평하다,嚴厲指責；斥責,ˈkæs.tɪ.ɡeɪt,ˈkæs.tɪ.ɡeɪt
juvenile,청소년의,青少年的,ˈdʒuː.vən.aɪl,ˈdʒuː.vən.aɪl
intimate,친(밀)한,親密的；有性關係的；宜於密切關係的,ˈɪn.tɪ.mət,ˈɪn.tɪ.mət
erroneous,잘못된 (정보에 의한),錯誤的，不正確的,ɪˈrəʊ.ni.əs,ɪˈrəʊ.ni.əs
excrescence,"(동식물에게 생긴 아주 보기 싫은) 이상 성장물[혹], 사마귀",贅生物；贅疣；瘤,ekˈskres.əns,ekˈskres.əns
noxious,"유독한, 유해한",（尤指氣體或其他物質）有毒的，有害的,ˈnɒk.ʃəs,ˈnɒk.ʃəs
enigma,수수께끼 (같은 사람/것/일),令人費解的事物，令人困惑的事物,ɪˈnɪɡ.mə,ɪˈnɪɡ.mə
corps,"군단, 단",特種部隊；特殊兵種；軍（團）,kɔːr,kɔːr
careen,(위태롭게) 달리다,歪歪斜斜地疾行；橫衝直撞,kəˈriːn,kəˈriːn
barren,"척박한, 황량한",貧瘠的；不毛的,ˈbær.ən,ˈbær.ən
absolve,(~에 대해) 무죄임[책임 없음]을 선언하다,（尤指宗教或法律上）為（某人）解罪；赦免（某人）的罪；宣告（某人）無罪；免除（某人）的責任,əbˈzɒlv,əbˈzɒlv
bewitch,"넋을 빼놓다, 홀리다",使著迷；使迷惑,bɪˈwɪtʃ,bɪˈwɪtʃ
injurious,"손상을 주는[줄 듯한], 해로운[해로울 듯한]",有害的,ɪnˈdʒʊə.ri.əs,ɪnˈdʒʊə.ri.əs
strident,(소리가) 귀에 거슬리는[거친],刺耳的，尖厲的,ˈstraɪ.dənt,ˈstraɪ.dənt
advocate,(공개적으로) 지지하다[옹호하다],主張；擁護；支持；提倡,ˈæd.və.keɪt,ˈæd.və.keɪt
monochromatic,"단색의, 단채(單彩)의; 단색성의",,,
verity,진리,真實；事實,ˈver.ə.ti,ˈver.ə.ti
undertone,"숨은 뜻[감정], 함의, 저의",（文章或講話的）含意，弦外之音；（事件或情況的）蘊含意義,ˈʌn.də.təʊn,ˈʌn.də.təʊn
stalwart,(특히 정당의) 충실한 일꾼[당원],忠實的，忠誠的；可靠的,ˈstɔːl.wət,ˈstɔːl.wət
cauterize,(출혈이나 감염을 막기 위해 상처를) 지지다[소작하다],（為給傷口止血或防止感染而）烙，燒灼,ˈkɔː.tər.aɪz,ˈkɔː.tər.aɪz
concur,"동의하다, 의견 일치를 보다",同意，贊成；意見一致,kənˈkɜːr,kənˈkɜːr
idiosyncrasy,"특이한 성격[방식], 성벽, 별스러운 점",癖好，怪癖；特徵,ˌɪd.i.əˈsɪŋ.krə.si,ˌɪd.i.əˈsɪŋ.krə.si
dial,(시계계기 등의) 문자반[눈금판],撥號，按號碼,ˈdaɪ.əl,ˈdaɪ.əl
obscure,"잘 알려져 있지 않은, 무명의",無名的；鮮為人知的；默默無聞的,əbˈskjʊər,əbˈskjʊər
percipient,통찰력 있는,目光敏銳的；洞察力強的,pəˈsɪp.i.ənt,pəˈsɪp.i.ənt
chagrin,"원통함, 분함",（尤指失敗或錯誤引起的）失望，懊喪，懊惱,ˈʃæɡ.rɪn,ˈʃæɡ.rɪn
portentous,(특히 불길한) 전조[징후]가 되는,自命不凡的，自大的；裝模作樣的,pɔːˈten.təs,pɔːˈten.təs
anthropocentric,인간중심주의의,人類中心說的,ˌæn.θrə.pəˈsen.trɪk,ˌæn.θrə.pəˈsen.trɪk
venal,(돈에 쉽게 매수되는) 부패한,（人）貪贓的，腐敗的，見利忘義的,ˈviː.nəl,ˈviː.nəl
peevish,짜증[화]을 잘 내는,易怒的，脾氣壞的,ˈpiː.vɪʃ,ˈpiː.vɪʃ
dulcify,,,,
cadaverous,죽은 사람[유령] 같은,死屍般的；慘白的；形容枯槁的,kəˈdæv.ər.əs,kəˈdæv.ər.əs
dogmatic,독단적인,武斷的；自以為是的；教條的,dɒɡˈmæt.ɪk,dɒɡˈmæt.ɪk
indubitably,"의심할 여지없이, 틀림없이",,,
epidemic,"유행병, 유행성 (전염병)",（疾病的）流行，傳染,ˌep.ɪˈdem.ɪk,ˌep.ɪˈdem.ɪk
hypocrite,위선자,偽君子，偽善者,ˈhɪp.ə.krɪt,ˈhɪp.ə.krɪt
bipartisan,양당의,為兩黨派所支持的；包括兩個黨派的,ˌbaɪˈpɑː.tɪ.zæn,ˌbaɪˈpɑː.tɪ.zæn
abjure,(신념 등을 공식적으로) 포기하다,公開放棄，聲明放棄（信念、行為、活動）,əbˈdʒʊər,əbˈdʒʊər
reminiscent,연상시키는,,,
antedate,<날짜·시기·시대 등이> …보다 선행하다,早於…存在,,
pandemic,전국[전 세계]적인 유행병,（疾病）大規模流行的，廣泛蔓延的,pænˈdem.ɪk,pænˈdem.ɪk
fervid,열렬한,,,
circles,"(주의, 목적 따위를 같이하는 사람들의) 집단, ~계(界)",,,
clamor,"(군중 등의) 시끄러운 외침, 떠들썩함",,,
centrifugal,원심(성)의,（旋轉的物體）離心的,ˌsen.trɪˈfjuː.ɡəl,ˌsen.trɪˈfjuː.ɡəl
umbrage,"분하게 여김, 불쾌, 분개",,,
anthropology,인류학,人類學,ˌæn.θrəˈpɒl.ə.dʒi,ˌæn.θrəˈpɒl.ə.dʒi
excursion,(보통 단체로 짧게 하는) 여행,（常指結伴同行的）遠足，短程旅行,ɪkˈskɜː.ʃən,ɪkˈskɜː.ʃən
hegemony,"헤게모니, 패권",（尤指國家的）霸權，支配權，領導權,hɪˈɡem.ə.ni,hɪˈɡem.ə.ni
discountenance,"…에 언짢은 표정을 짓다, 무안을 주다; …에 찬성하지 않다, …을 승인하지 않다",,,
reproach,"비난, 책망, 나무람",（尤指因為某人沒成功或沒達到預期目標而）責備，責怪，批評,rɪˈprəʊtʃ,rɪˈprəʊtʃ
indigenous,(어떤 지역) 원산의[토착의],當地的；本土的，土生土長的,ɪnˈdɪdʒ.ɪ.nəs,ɪnˈdɪdʒ.ɪ.nəs
irritable,짜증을 (잘) 내는; 화가 난,易怒的，暴躁的,ˈɪr.ɪ.tə.bəl,ˈɪr.ɪ.tə.bəl
paradoxical,역설의; 자기모순의,,,
banal,"지극히 평범한, 따분한, 시시한",平庸的，陳腐的,bəˈnɑːl,bəˈnɑːl
itinerant,(특히 일자리를 찾아) 떠돌아다니는[순회하는],（工作）巡迴的，流動的,aɪˈtɪn.ər.ənt,aɪˈtɪn.ər.ənt
intermittent,"간헐적인, 간간이 일어나는",間歇的，斷斷續續的,ˌɪn.təˈmɪt.ənt,ˌɪn.təˈmɪt.ənt
succumb,"굴복하다, 무릎을 꿇다",屈從，屈服；放棄抵抗；承認失敗,səˈkʌm,səˈkʌm
inveigh,"통렬히 비난하다, 독설을 퍼붓다, 욕설하다 ((against))",猛烈抨擊；痛駡,ɪnˈveɪ,ɪnˈveɪ
cubicle,(큰 방 한 쪽을 칸막이 해 만든) 좁은 방,（大房間中分隔出來的）小房間，小隔間,ˈkjuː.bɪ.kəl,ˈkjuː.bɪ.kəl
countenance,얼굴 (표정),面容；臉色；面部表情,ˈkaʊn.tən.əns,ˈkaʊn.tən.əns
faux pas,"실례, 무례",失言；失禮,ˌfəʊ ˈpɑː,ˌfəʊ ˈpɑː
altruist,이타주의자,,,
arid,매우 건조한,乾燥的，乾旱的,ˈær.ɪd,ˈær.ɪd
chromatic,반음계의,色彩的，顏色的,krəˈmæt.ɪk,krəˈmæt.ɪk
compatible,호환이 되는,可共存的；協調的；相容的,kəmˈpæt.ə.bəl,kəmˈpæt.ə.bəl
fell,(잉글랜드 북부 지방의) 언덕[고지],（fall 的過去式）,,
acrimonious,"폭언이 오가는, 험악한",激烈的；尖刻的；充滿火藥味的,ˌæk.rɪˈməʊ.ni.əs,ˌæk.rɪˈməʊ.ni.əs
enrapture,"황홀하게 만들다, 도취시키다",,,
optimum,최고[최적]의,最優的，最佳的；優化的,ˈɒp.tɪ.məm,ˈɒp.tɪ.məm
destitute,"극빈한, 궁핍한",一無所有的，赤貧的，一貧如洗的,ˈdes.tɪ.tʃuːt,ˈdes.tɪ.tʃuːt
aquatic,"물속[물가]에서 자라는[사는], 수생의",水棲的；水生的；水上的；水中（進行）的,əˈkwæt.ɪk,əˈkwæt.ɪk
ineffable,형언할 수 없는,（尤指喜悅）言語難以表達的，不可言喻的,ɪˈnef.ə.bəl,ɪˈnef.ə.bəl
querulous,"불평하는, 짜증내는",愛抱怨的，愛發牢騷的,ˈkwer.ə.ləs,ˈkwer.ə.ləs
ostensible,(실제로는 그렇지 않겠지만) 표면적으로는,表面上的；假稱的，假託的,ɒsˈten.sə.bəl,ɒsˈten.sə.bəl
pettish,심통[심술]을 부리는,,,
encumber,지장을 주다,使…負擔沈重；妨礙，阻礙；拖累,ɪnˈkʌm.bər,ɪnˈkʌm.bər
sepulchral,음침한; 장례식[무덤] 같은,暗示死亡的；墳墓似的；陰森森的,səˈpʌl.krəl,səˈpʌl.krəl
veneration,"[U] 존경; 숭배, 숭상",,,
trepidation,(앞일에 대한 굉장한) 두려움[공포],驚恐不安，惴惴不安,ˌtrep.ɪˈdeɪ.ʃən,ˌtrep.ɪˈdeɪ.ʃən
abstinence,"(도덕·종교·건강상의 이유로 인한 음식·술·섹스의) 자제, 금욕",節制；戒絕,ˈæb.stɪ.nəns,ˈæb.stɪ.nəns
morose,"시무룩한, 뚱한",陰鬱的；脾氣不好的；孤僻的,məˈrəʊs,məˈrəʊs
abnegation,자제; 거부,,,
unanimous,만장[전원]일치의,（團體）意見一致的；（決定或裁決）一致通過的，獲得全體支援的,juːˈnæn.ɪ.məs,juːˈnæn.ɪ.məs
guile,간교한 속임수,狡詐，奸詐，欺騙,ɡaɪl,ɡaɪl
embellish,"장식하다, 꾸미다",裝飾，修飾；給…錦上添花，渲染,ɪmˈbel.ɪʃ,ɪmˈbel.ɪʃ
indolence,"게으름, 나태",,,
periphrastic,에두르는,,,
corpulent,뚱뚱한(fat이라는 단어를 피하기 위해 씀),肥胖的，臃腫的,ˈkɔː.pjə.lənt,ˈkɔː.pjə.lənt
fratricide,형제[자매] 살해죄[범],殺害兄弟罪；殺害同類罪；殺害同胞罪,ˈfræt.rɪ.saɪd,ˈfræt.rɪ.saɪd
spurious,"거짓된, 겉으로만 그럴싸한",虛假的，欺騙的；（原因、判斷）謬誤的,ˈspjʊə.ri.əs,ˈspjʊə.ri.əs
errant,(행동이) 잘못된[정도를 벗어난],（尤指離家出走而）犯錯的，行爲不當的，出格的,ˈer.ənt,ˈer.ənt
burgeoning,<인구 등이> 급증하는; 급성장하는,迅速發展的,ˈbɜː.dʒən.ɪŋ,ˈbɜː.dʒən.ɪŋ
quiescent,"조용한, 잠잠한",（暫時）平靜的，靜止的,kwiˈes.ənt,kwiˈes.ənt
lucid,"명쾌한, 명료한",清晰的，明瞭的；（人）頭腦清醒的，說話清楚的,ˈluː.sɪd,ˈluː.sɪd
raillery,(어떤 사람에 대한 악의 없는) 농담,（善意的）戲謔，批評，揶揄,ˈreɪ.lər.i,ˈreɪ.lər.i
aphorism,경구(警句),格言，警句,ˈæf.ə.rɪ.zəm,ˈæf.ə.rɪ.zəm
succinct,"간단명료한, 간결한",簡明的；言簡意賅的,səkˈsɪŋkt,səkˈsɪŋkt
affiliation,(개인의 정치·종교적) 소속[가입],隸屬（關係）；從屬關係；聯繫,əˌfɪl.iˈeɪ.ʃən,əˌfɪl.iˈeɪ.ʃən
headlong,"(머리부터) 거꾸로, 곤두박질쳐서",速度很快地；輕率地,ˈhed.lɒŋ,ˈhed.lɒŋ
indoctrinate,(사상 등을) 주입[세뇌]하다,向…灌輸,ɪnˈdɒk.trɪ.neɪt,ɪnˈdɒk.trɪ.neɪt
circumstances,"사정, 상황",,,
anarchy,무정부 상태; 난장판,（尤指政府消亡或垮臺而引起的）無政府狀態，混亂狀態,ˈæn.ə.ki,ˈæn.ə.ki
vengeance,"복수, 앙갚음",報仇，復仇，報復；復仇心,ˈven.dʒəns,ˈven.dʒəns
immoderate,과도한; 터무니없는,過度的；不合理的；極端的,ɪˈmɒd.ər.ət,ɪˈmɒd.ər.ət
aberration,일탈; 일탈적인 행동[일],（暫時的）脫離常規；反常現象；異常行為,ˌæb.əˈreɪ.ʃən,ˌæb.əˈreɪ.ʃən
pragmatic,실용적인,講究實際的，重實效的；實用主義的,præɡˈmæt.ɪk,præɡˈmæt.ɪk
abrogate,(법령·합의 등을) 폐지하다[철폐하다],正式廢除，廢止；撤銷,ˈæb.rə.ɡeɪt,ˈæb.rə.ɡeɪt
bursar,(학교의) 회계 담당자,（學校、大學裡的）財務主管,ˈbɜː.sər,ˈbɜː.sər
adjure,"명하다, 요구하다",要求；命令；囑咐,əˈdʒʊər,əˈdʒʊər
ardor,"[UC] 열정, 정열, 열심; 열렬, 열중; [U] 작열",,,
fugitive,"도망자, 탈주자",逃亡者，逃犯；難民,ˈfjuː.dʒə.tɪv,ˈfjuː.dʒə.tɪv
prognosticate,"(전조에 의하여) 예지하다, 예언[예상]하다, 예측하다",（尤指針對特定情形的）預測,prɒɡˈnɒs.tɪ.keɪt,prɒɡˈnɒs.tɪ.keɪt
arson,방화,（尤指針對建築物的）縱火（罪），放火（罪）,ˈɑː.sən,ˈɑː.sən
happily,행복하게; 만족스럽게,高興地，幸福地,ˈhæp.əl.i,ˈhæp.əl.i
affluent,부유한,富裕的；富足的,ˈæf.lu.ənt,ˈæf.lu.ənt
apprehension,"우려, 불안",（對未來或即將發生的不愉快之事的）憂慮，擔心；恐懼,ˌæp.rɪˈhen.ʃən,ˌæp.rɪˈhen.ʃən
harmonious,"사이가 좋은, 조화로운",悅耳的，和諧的,hɑːˈməʊ.ni.əs,hɑːˈməʊ.ni.əs
oligarchy,"과두제, 과두 정부",寡頭統治（的政府）；寡頭統治集團,ˈɒl.ɪ.ɡɑː.ki,ˈɒl.ɪ.ɡɑː.ki
compendium,(특정 주제에 대한) 개요서[적요],（尤指以書的形式出現的關於特定主題的）匯編，概要，概略，綱要,None,None
precipitate,(특히 나쁜 일을) 촉발시키다,促成；使突如其來地發生；加速…的發生,prɪˈsɪp.ɪ.teɪt,prɪˈsɪp.ɪ.teɪt
diffuse,"널리 퍼진, 분산된",（使）擴散；（使）傳播；（使）散佈,dɪˈfjuːz,dɪˈfjuːz
dolorous,비통한; 비통해 하는,憂傷的，傷感的,ˈdɒl.ər.əs,ˈdɒl.ər.əs
suffuse,(온통) 퍼지다[번지다],彌漫於；布滿；充滿,səˈfjuːz,səˈfjuːz
ignoramus,무식한 사람,無知的人,ˌɪɡ.nəˈreɪ.məs,ˌɪɡ.nəˈreɪ.məs
partisan,편파[당파]적인,（常指盲目）支持的，擁護的；偏袒的,ˌpɑː.tɪˈzæn,ˌpɑː.tɪˈzæn
scathing,(비판이) 준열한[통렬한/가차 없는],嚴厲批評的，尖刻斥責的,ˈskeɪ.ðɪŋ,ˈskeɪ.ðɪŋ
dexterity,(손이나 머리를 쓰는) 재주,純熟，嫻熟；靈巧，敏捷,dekˈster.ə.ti,dekˈster.ə.ti
credulous,잘 믿는[속는],輕信的；易上當的,ˈkredʒ.ə.ləs,ˈkredʒ.ə.ləs
adept,능숙한,擅長的；熟練的；內行的,əˈdept,əˈdept
abject,"극도로 비참한, 절망적인",極其苦惱（赤貧，極度恐怖等）,ˈæb.dʒekt,ˈæb.dʒekt
collaborate,"협력하다, 공동으로 작업하다",合作；協作,kəˈlæb.ə.reɪt,kəˈlæb.ə.reɪt
gratuity,"행하(行下), 팁",小費，賞錢,ɡrəˈtʃuː.ə.ti,ɡrəˈtʃuː.ə.ti
pedant,(특히 무엇을 배우거나 가르칠 때) 지나치게 규칙을 찾는[세세한 것에 얽매이는] 사람,書呆子，學究,ˈped.ənt,ˈped.ənt
dictatorial,"독재(자)의, 독재적인",獨裁的，專制的；專橫的,ˌdɪk.təˈtɔː.ri.əl,ˌdɪk.təˈtɔː.ri.əl
induce,"설득하다, 유도하다",誘使；勸說,ɪnˈdʒuːs,ɪnˈdʒuːs
abduct,유괴[납치]하다,綁架；劫持；誘拐,æbˈdʌkt,æbˈdʌkt
profuse,"많은, 다량의",極其豐富的，充沛的,prəˈfjuːs,prəˈfjuːs
unstinting,"아낌없는, 아낌없이 주는",極慷慨的，極大方的,ʌnˈstɪn.tɪŋ,ʌnˈstɪn.tɪŋ
dexterous,"손재주가 비상한, 솜씨 좋은",,,
breviloquent,[Adjective] Exhibiting breviloquence; concise.,,,
dissipate,소멸되다; 소멸하다[시키다],（使）逐漸消失；（使）逐漸浪費掉,ˈdɪs.ɪ.peɪt,ˈdɪs.ɪ.peɪt
amorous,"성관계를 원하는, 육욕적인 애정을 보이는",表示性愛的；色情的,ˈæm.ə.rəs,ˈæm.ə.rəs
despotic,전제[독재]적인; 횡포한,,,
adumbrate,개요를[개략적으로] 알려주다,（尤指對未來的事情）概括說明，勾畫輪廓,ˈæd.əm.breɪt,ˈæd.əm.breɪt
fortissimo,"포르티시모, 매우 세게",,,
sinuous,"(이동 중에 우아하게) 선회하는; 물결 모양의, 구불구불한",蜿蜒的，彎曲的,ˈsɪn.ju.əs,ˈsɪn.ju.əs
stoic,"금욕주의자, 극기심이 강한 사람",克制感情的；（尤指面對逆境）堅忍的，隱忍的,ˈstəʊ.ɪk,ˈstəʊ.ɪk
dubious,"의심하는, 미심쩍어 하는",半信半疑的，可疑的；不確定的；不可信的,ˈdʒuː.bi.əs,ˈdʒuː.bi.əs
peremptory,"위압적인, 독단적인",不容置辯的；專橫的，霸道的,pəˈremp.tər.i,pəˈremp.tər.i
mea culpa,"메아 쿨파, 내 탓이로소이다",我的過失；我應受譴責；我應負責任,ˌmeɪ.ə ˈkʊl.pə,ˌmeɪ.ə ˈkʊl.pə
concentrate,"(정신을) 집중하다[집중시키다], 전념하다",專注，專心；全神貫注；集中（注意力）,ˈkɒn.sən.treɪt,ˈkɒn.sən.treɪt
equivocal,모호한,含糊的；模棱兩可的；有歧義的,ɪˈkwɪv.ə.kəl,ɪˈkwɪv.ə.kəl
acquisitive,소유욕[물욕]이 많은,（對財物）渴望得到的，迫切求取的；貪婪的,əˈkwɪz.ɪ.tɪv,əˈkwɪz.ɪ.tɪv
pellucid,"티 하나 없이 깨끗한[맑은], 투명한",,,
centipede,지네,蜈蚣，百足蟲,ˈsen.tɪ.piːd,ˈsen.tɪ.piːd
disperse,"(이리저리) 흩어지다, 해산하다; 해산시키다",（使）擴散，（使）散開，（使）分散,dɪˈspɜːs,dɪˈspɜːs
subterfuge,속임수,花招，伎倆；詭計,ˈsʌb.tə.fjuːdʒ,ˈsʌb.tə.fjuːdʒ
heterosexual,이성애자,異性戀者,ˌhet.ər.əˈsek.ʃu.əl,ˌhet.ər.əˈsek.ʃu.əl
lassitude,노곤함; 무기력,疲憊，疲勞；倦怠,ˈlæs.ɪ.tʃuːd,ˈlæs.ɪ.tʃuːd
ardent,"열렬한, 열정적인",熱烈的；激情的；強烈的,ˈɑː.dənt,ˈɑː.dənt
chortle,(기쁘거나 재미있어서) 깔깔거리다,（常指幸災樂禍地）哈哈大笑，咯咯地笑,ˈtʃɔː.təl,ˈtʃɔː.təl
choleric,"화를 잘 내는, 걸핏하면 화를 내는",暴怒的；易怒的，性情暴躁的,kɒlˈer.ɪk,kɒlˈer.ɪk
probity,(완전한) 정직성,誠實,ˈprəʊ.bə.ti,ˈprəʊ.bə.ti
auspicious,상서로운,吉利的，吉祥的,ɔːˈspɪʃ.əs,ɔːˈspɪʃ.əs
circumvent,(어려움이나 법 등을) 피하다[면하다],（尤指巧妙或非法地）逃避，規避，繞過,ˌsɜː.kəmˈvent,ˌsɜː.kəmˈvent
persevere,"인내하며[굴하지 않고] 계속하다, 인내심을 갖고 하다",鍥而不捨，堅持不懈,ˌpɜː.sɪˈvɪər,ˌpɜː.sɪˈvɪər
aqueduct,송수로[교],（尤指跨越山谷的多拱的）高架渠，渡槽,ˈæk.wə.dʌkt,ˈæk.wə.dʌkt
fable,우화,寓言；寓言故事,ˈfeɪ.bəl,ˈfeɪ.bəl
pedestrian,보행자,行人，步行者,pəˈdes.tri.ən,pəˈdes.tri.ən
smorgasbord,스모가스보드(온갖 음식이 다양하게 나오는 뷔페식 식사),（包含不同熱菜和冷菜的）北歐式自助餐,ˈsmɔː.ɡəs.bɔːd,ˈsmɔː.ɡəs.bɔːd
sordid,"비도덕적인, 부정직한, 추악한",骯髒的，邋遢的,ˈsɔː.dɪd,ˈsɔː.dɪd
endogamous,동족 결혼에 의한[에 관한],,,
vacillate,(의견·생각이 남이 볼 때 짜증스러울 정도로) 흔들리다[자꾸 바뀌다],躊躇；猶豫；搖擺不定,ˈvæs.ɪ.leɪt,ˈvæs.ɪ.leɪt
ring,"전화하다, 전화를 걸다",環（狀物）；圓形的東西；環形排列,rɪŋ,rɪŋ
recur,"<사람·이야기 등이>  되돌아가다 , 회상하다, 되돌아가 말하다 ((to)); 마음에 다시 떠오르다, 회상되다",反復出現；再次發生；重新産生,rɪˈkɜːr,rɪˈkɜːr
elegiac,애가[비가]의,輓歌（體）的,ˌel.ɪˈdʒaɪ.ək,ˌel.ɪˈdʒaɪ.ək
evident,"분명한, 눈에 띄는",顯然易見的；明白的，明顯的,ˈev.ɪ.dənt,ˈev.ɪ.dənt
recondite,"많이 알려지지 않은, 잘 이해받지 못하는",深奧的；玄妙的；晦澀的,ˈrek.ən.daɪt,ˈrek.ən.daɪt
subjugate,"예속시키다, 지배[통제]하에 두다",征服，使臣服，使屈服,ˈsʌb.dʒə.ɡeɪt,ˈsʌb.dʒə.ɡeɪt
infinitesimal,"극미한, 극소의",極微小的,ˌɪn.fɪ.nɪˈtes.ɪ.məl,ˌɪn.fɪ.nɪˈtes.ɪ.məl
aberrant,"도리를 벗어난, 일탈적인",違反常規的；反常的；異常的（尤指不能接受的）,əˈber.ənt,əˈber.ənt
miserly,구두쇠[수전노]인,守財奴似的；吝嗇鬼似的；吝嗇的，小氣的,ˈmaɪ.zəl.i,ˈmaɪ.zəl.i
apogee,"정점, 절정",（成功、流行、權力等的）頂峰，頂點，最高點,ˈæp.ə.dʒiː,ˈæp.ə.dʒiː
conjugal,"부부의, 부부 관계의",婚姻的；夫妻間的（尤指性生活）,ˈkɒn.dʒə.ɡəl,ˈkɒn.dʒə.ɡəl
effervescent,"열광하는, 기운이 넘치는",冒泡的；起沫的；泡騰的,ˌef.əˈves.ənt,ˌef.əˈves.ənt
brevet,명예 진급,,,
abhor,(특히 도덕적인 이유로) 혐오하다,憎惡；憎恨；厭惡,əˈbɔːr,əˈbɔːr
proponent,(어떤 사상·행동 방침의) 지지자,提倡者，宣導者，辯護者,prəˈpəʊ.nənt,prəˈpəʊ.nənt
pessimistic,비관적인; 비관주의적인,悲觀的,ˌpes.ɪˈmɪs.tɪk,ˌpes.ɪˈmɪs.tɪk
desiccate,"건조시키다, <식품을> 물기를 빼서 건물(乾物)[가루]로 보관하다",,,
proffer,(물건을 잡고) 내밀다[권하다],提供，提出,ˈprɒf.ər,ˈprɒf.ər
pique,(보통 자존심이 상해서 갖게 되는) 불쾌감[언짢음],（尤指因自尊心受損而產生的）不悅，生氣,piːk,piːk
lexicon,(특정 언어·분야·개인·집단에서 사용하는 모든) 어휘,（某語言或學科的）全部辭彙；詞典,ˈlek.sɪ.kən,ˈlek.sɪ.kən
ravage,"황폐[피폐]하게 만들다, 유린[파괴]하다",嚴重破壞；損壞；毀壞,ˈræv.ɪdʒ,ˈræv.ɪdʒ
antebellum,(특히 미국 남북) 전쟁 전의,戰前的；尤指美國內戰之前的,ˌæn.tiˈbel.əm,ˌæn.tiˈbel.əm
counterfeit,"위조의, 모조의",僞造的；仿造的；假冒的,ˈkaʊn.tə.fɪt,ˈkaʊn.tə.fɪt
bacchanalian,"흥청망청 대는, 진탕 마셔 대는",（尤指派對）瘋狂地飲酒作樂的,ˌbæk.əˈneɪ.li.ən,ˌbæk.əˈneɪ.li.ən
autonomy,자치권,自治，自治權,ɔːˈtɒn.ə.mi,ɔːˈtɒn.ə.mi
disciple,(종교적·정치적 가르침을 따르는) 제자[신봉자],信徒，門徒，追隨者,dɪˈsaɪ.pəl,dɪˈsaɪ.pəl
perfidious,믿을[신뢰할] 수 없는,背信棄義的；不忠貞的,pəˈfɪd.i.əs,pəˈfɪd.i.əs
fumigate,훈증 소독하다,（用毒性氣體）薰蒸，煙熏（以除害蟲或消毒）,ˈfjuː.mɪ.ɡeɪt,ˈfjuː.mɪ.ɡeɪt
prosaic,"평범한, 상상력이 없는",乏味的；平淡無奇的；缺乏想像力的,prəˈzeɪ.ɪk,prəˈzeɪ.ɪk
demur,이의를 제기하다,提出異議；拒絕,dɪˈmɜːr,dɪˈmɜːr
antidote,해독제,解毒劑；（尤指）解毒藥,ˈæn.ti.dəʊt,ˈæn.ti.dəʊt
exonerate,무죄임[책임이 없음]을 밝혀 주다,證明…無罪；宣佈…無罪；使免受責備,ɪɡˈzɒn.ə.reɪt,ɪɡˈzɒn.ə.reɪt
odious,"끔찍한, 혐오스러운",討厭的；可惡的，可憎的,ˈəʊ.di.əs,ˈəʊ.di.əs
mendacity,거짓된 행동; 허위,撒謊習慣；說謊,menˈdæs.ə.ti,menˈdæs.ə.ti
bombastic,"과장한, 허풍 떠는",誇誇其談的；誇大的,bɒmˈbæs.tɪk,bɒmˈbæs.tɪk
antipathy,(강한) 반감,憎惡，厭惡；反感,ænˈtɪp.ə.θi,ænˈtɪp.ə.θi
